roadSegment_id,roadSegment_type,lane_id,lane_roadid,lane_num,lane_length,lane_dir,lane_type,point_id,point_lane_id,point_left_lane_id,point_right_lane_id,point_cost,point_x,point_y,
1,0,1,1,0,0,0.778886,0,73,1,0,12411,0,-1869.05,-1695.54,
1,0,1,1,0,0,0.778886,0,75,1,0,12411,0,-1868.31,-1694.87,
1,0,1,1,0,0,0.778886,0,76,1,0,12411,0,-1867.56,-1694.2,
1,0,1,1,0,0,0.778886,0,77,1,0,12411,0,-1866.82,-1693.53,
1,0,1,1,0,0,0.778886,0,78,1,0,12411,0,-1866.07,-1692.87,
1,0,1,1,0,0,0.778886,0,79,1,0,12411,0,-1865.33,-1692.2,
1,0,1,1,0,0,0.778886,0,80,1,0,12411,0,-1864.58,-1691.54,
1,0,1,1,0,0,0.778886,0,82,1,0,12411,0,-1863.83,-1690.88,
1,0,1,1,0,0,0.778886,0,83,1,0,12411,0,-1863.08,-1690.21,
1,0,1,1,0,0,0.778886,0,84,1,0,12411,0,-1862.33,-1689.55,
1,0,1,1,0,0,0.778886,0,85,1,0,12411,0,-1861.58,-1688.88,
1,0,1,1,0,0,0.778886,0,86,1,0,12411,0,-1860.84,-1688.22,
1,0,1,1,0,0,0.778886,0,87,1,0,12411,0,-1860.09,-1687.56,
1,0,1,1,0,0,0.778886,0,88,1,0,12411,0,-1859.34,-1686.89,
1,0,1,1,0,0,0.778886,0,89,1,0,12411,0,-1858.59,-1686.23,
1,0,1,1,0,0,0.778886,0,90,1,0,12411,0,-1857.85,-1685.57,
1,0,1,1,0,0,0.778886,0,91,1,0,12411,0,-1857.1,-1684.9,
1,0,1,1,0,0,0.778886,0,92,1,0,12411,0,-1856.35,-1684.24,
1,0,1,1,0,0,0.778886,0,93,1,0,12411,0,-1855.6,-1683.57,
1,0,1,1,0,0,0.778886,0,94,1,0,12411,0,-1854.85,-1682.91,
1,0,1,1,0,0,0.778886,0,95,1,0,12411,0,-1854.1,-1682.25,
1,0,1,1,0,0,0.778886,0,96,1,0,12411,0,-1853.36,-1681.58,
1,0,1,1,0,0,0.778886,0,97,1,0,12411,0,-1852.61,-1680.92,
1,0,1,1,0,0,0.778886,0,98,1,0,12411,0,-1851.86,-1680.26,
1,0,1,1,0,0,0.778886,0,99,1,0,12411,0,-1851.11,-1679.59,
1,0,1,1,0,0,0.778886,0,100,1,0,12411,0,-1850.37,-1678.93,
1,0,1,1,0,0,0.778886,0,101,1,0,12411,0,-1849.62,-1678.26,
1,0,1,1,0,0,0.778886,0,102,1,0,12411,0,-1848.87,-1677.6,
1,0,1,1,0,0,0.778886,0,103,1,0,12411,0,-1848.12,-1676.94,
1,0,1,1,0,0,0.778886,0,104,1,0,12411,0,-1847.37,-1676.27,
1,0,1,1,0,0,0.778886,0,105,1,0,12411,0,-1846.62,-1675.61,
1,0,1,1,0,0,0.778886,0,106,1,0,12411,0,-1845.88,-1674.95,
1,0,1,1,0,0,0.778886,0,107,1,0,12411,0,-1845.13,-1674.28,
1,0,1,1,0,0,0.778886,0,108,1,0,12411,0,-1844.38,-1673.62,
1,0,1,1,0,0,0.778886,0,109,1,0,12411,0,-1843.63,-1672.96,
1,0,1,1,0,0,0.778886,0,110,1,0,12411,0,-1842.89,-1672.29,
1,0,1,1,0,0,0.778886,0,111,1,0,12411,0,-1842.14,-1671.63,
1,0,1,1,0,0,0.778886,0,112,1,0,12411,0,-1841.39,-1670.96,
1,0,1,1,0,0,0.778886,0,113,1,0,12411,0,-1840.64,-1670.3,
1,0,1,1,0,0,0.778886,0,114,1,0,12411,0,-1839.89,-1669.64,
1,0,1,1,0,0,0.778886,0,115,1,0,12411,0,-1839.15,-1668.97,
1,0,1,1,0,0,0.778886,0,116,1,0,12411,0,-1838.4,-1668.31,
1,0,1,1,0,0,0.778886,0,117,1,0,12411,0,-1837.65,-1667.65,
1,0,1,1,0,0,0.778886,0,118,1,0,12411,0,-1836.9,-1666.98,
1,0,1,1,0,0,0.778886,0,119,1,0,12411,0,-1836.15,-1666.32,
1,0,1,1,0,0,0.778886,0,120,1,0,12411,0,-1835.41,-1665.65,
1,0,1,1,0,0,0.778886,0,121,1,0,12411,0,-1834.66,-1664.99,
1,0,1,1,0,0,0.778886,0,122,1,0,12411,0,-1833.91,-1664.33,
1,0,1,1,0,0,0.778886,0,123,1,0,12411,0,-1833.16,-1663.66,
1,0,1,1,0,0,0.778886,0,124,1,0,12411,0,-1832.41,-1663,
1,0,1,1,0,0,0.778886,0,125,1,0,12411,0,-1831.67,-1662.34,
1,0,1,1,0,0,0.778886,0,126,1,0,12411,0,-1830.92,-1661.67,
1,0,1,1,0,0,0.778886,0,127,1,0,12411,0,-1830.17,-1661.01,
1,0,1,1,0,0,0.778886,0,128,1,0,12411,0,-1829.42,-1660.34,
1,0,1,1,0,0,0.778886,0,129,1,0,12411,0,-1828.67,-1659.68,
1,0,1,1,0,0,0.778886,0,130,1,0,12411,0,-1827.93,-1659.02,
1,0,1,1,0,0,0.778886,0,131,1,0,12411,0,-1827.18,-1658.35,
1,0,1,1,0,0,0.778886,0,132,1,0,12411,0,-1826.43,-1657.69,
1,0,1,1,0,0,0.778886,0,133,1,0,12411,0,-1825.68,-1657.02,
1,0,1,1,0,0,0.778886,0,134,1,0,12411,0,-1824.93,-1656.36,
1,0,1,1,0,0,0.778886,0,135,1,0,12411,0,-1824.19,-1655.7,
1,0,1,1,0,0,0.778886,0,136,1,0,12411,0,-1823.44,-1655.03,
1,0,1,1,0,0,0.778886,0,137,1,0,12411,0,-1822.69,-1654.37,
1,0,1,1,0,0,0.778886,0,138,1,0,12411,0,-1821.94,-1653.71,
1,0,1,1,0,0,0.778886,0,139,1,0,12411,0,-1821.19,-1653.04,
1,0,1,1,0,0,0.778886,0,140,1,0,12411,0,-1820.45,-1652.38,
1,0,1,1,0,0,0.778886,0,141,1,0,12411,0,-1819.7,-1651.72,
1,0,1,1,0,0,0.778886,0,142,1,0,12411,0,-1818.95,-1651.05,
1,0,1,1,0,0,0.778886,0,143,1,0,12411,0,-1818.2,-1650.39,
1,0,1,1,0,0,0.778886,0,144,1,0,12411,0,-1817.45,-1649.73,
1,0,1,1,0,0,0.778886,0,145,1,0,12411,0,-1816.71,-1649.06,
1,0,1,1,0,0,0.778886,0,146,1,0,12411,0,-1815.96,-1648.4,
1,0,1,1,0,0,0.778886,0,147,1,0,12411,0,-1815.21,-1647.73,
1,0,1,1,0,0,0.778886,0,148,1,0,12411,0,-1814.46,-1647.07,
1,0,1,1,0,0,0.778886,0,149,1,0,12411,0,-1813.71,-1646.41,
1,0,1,1,0,0,0.778886,0,150,1,0,12411,0,-1812.97,-1645.74,
1,0,1,1,0,0,0.778886,0,151,1,0,12411,0,-1812.22,-1645.08,
1,0,1,1,0,0,0.778886,0,152,1,0,12411,0,-1811.47,-1644.41,
1,0,1,1,0,0,0.778886,0,153,1,0,12411,0,-1810.72,-1643.75,
1,0,1,1,0,0,0.778886,0,154,1,0,12411,0,-1809.97,-1643.09,
1,0,1,1,0,0,0.778886,0,155,1,0,12411,0,-1809.23,-1642.42,
1,0,1,1,0,0,0.778886,0,156,1,0,12411,0,-1808.48,-1641.76,
1,0,1,1,0,0,0.778886,0,157,1,0,12411,0,-1807.73,-1641.1,
1,0,1,1,0,0,0.778886,0,158,1,0,12411,0,-1806.98,-1640.43,
1,0,1,1,0,0,0.778886,0,159,1,0,12411,0,-1806.23,-1639.77,
1,0,1,1,0,0,0.778886,0,160,1,0,12411,0,-1805.49,-1639.1,
1,0,1,1,0,0,0.778886,0,161,1,0,12411,0,-1804.74,-1638.44,
1,0,1,1,0,0,0.778886,0,162,1,0,12411,0,-1803.99,-1637.78,
1,0,1,1,0,0,0.778886,0,163,1,0,12411,0,-1803.24,-1637.11,
1,0,1,1,0,0,0.778886,0,164,1,0,12411,0,-1802.49,-1636.45,
1,0,1,1,0,0,0.778886,0,165,1,0,12411,0,-1801.75,-1635.79,
1,0,1,1,0,0,0.778886,0,166,1,0,12411,0,-1801,-1635.12,
1,0,1,1,0,0,0.778886,0,167,1,0,12411,0,-1800.25,-1634.46,
1,0,1,1,0,0,0.778886,0,168,1,0,12411,0,-1799.5,-1633.79,
1,0,1,1,0,0,0.778886,0,169,1,0,12411,0,-1798.75,-1633.13,
1,0,1,1,0,0,0.778886,0,170,1,0,12411,0,-1798.01,-1632.47,
1,0,1,1,0,0,0.778886,0,171,1,0,12411,0,-1797.26,-1631.8,
1,0,1,1,0,0,0.778886,0,172,1,0,12411,0,-1796.51,-1631.14,
1,0,1,1,0,0,0.778886,0,173,1,0,12411,0,-1795.76,-1630.48,
1,0,1,1,0,0,0.778886,0,174,1,0,12411,0,-1795.01,-1629.81,
1,0,1,1,0,0,0.778886,0,175,1,0,12411,0,-1794.27,-1629.15,
1,0,1,1,0,0,0.778886,0,176,1,0,12411,0,-1793.52,-1628.49,
1,0,1,1,0,0,0.778886,0,177,1,0,12411,0,-1792.77,-1627.82,
1,0,1,1,0,0,0.778886,0,178,1,0,12411,0,-1792.02,-1627.16,
1,0,1,1,0,0,0.778886,0,179,1,0,12411,0,-1791.28,-1626.49,
1,0,1,1,0,0,0.778886,0,180,1,0,12411,0,-1790.53,-1625.83,
1,0,1,1,0,0,0.778886,0,181,1,0,12411,0,-1789.78,-1625.17,
1,0,1,1,0,0,0.778886,0,182,1,0,12411,0,-1789.03,-1624.5,
1,0,1,1,0,0,0.778886,0,183,1,0,12411,0,-1788.28,-1623.84,
1,0,1,1,0,0,0.778886,0,184,1,0,12411,0,-1787.53,-1623.18,
1,0,1,1,0,0,0.778886,0,185,1,0,12411,0,-1786.79,-1622.51,
1,0,1,1,0,0,0.778886,0,186,1,0,12411,0,-1786.04,-1621.85,
1,0,1,1,0,0,0.778886,0,187,1,0,12411,0,-1785.29,-1621.18,
1,0,1,1,0,0,0.778886,0,188,1,0,12411,0,-1784.54,-1620.52,
1,0,1,1,0,0,0.778886,0,189,1,0,12411,0,-1783.79,-1619.86,
1,0,1,1,0,0,0.778886,0,190,1,0,12411,0,-1783.05,-1619.19,
1,0,1,1,0,0,0.778886,0,191,1,0,12411,0,-1782.3,-1618.53,
1,0,1,1,0,0,0.778886,0,192,1,0,12411,0,-1781.55,-1617.87,
1,0,1,1,0,0,0.778886,0,193,1,0,12411,0,-1780.8,-1617.2,
1,0,1,1,0,0,0.778886,0,194,1,0,12411,0,-1780.06,-1616.54,
1,0,1,1,0,0,0.778886,0,195,1,0,12411,0,-1779.31,-1615.88,
1,0,1,1,0,0,0.778886,0,196,1,0,12411,0,-1778.56,-1615.21,
1,0,1,1,0,0,0.778886,0,197,1,0,12411,0,-1777.81,-1614.55,
1,0,1,1,0,0,0.778886,0,198,1,0,12411,0,-1777.06,-1613.88,
1,0,1,1,0,0,0.778886,0,199,1,0,12411,0,-1776.31,-1613.22,
1,0,1,1,0,0,0.778886,0,200,1,0,12411,0,-1775.57,-1612.56,
1,0,1,1,0,0,0.778886,0,201,1,0,12411,0,-1774.82,-1611.89,
1,0,1,1,0,0,0.778886,0,202,1,0,12411,0,-1774.07,-1611.23,
1,0,1,1,0,0,0.778886,0,203,1,0,12411,0,-1773.32,-1610.57,
1,0,1,1,0,0,0.778886,0,204,1,0,12411,0,-1772.58,-1609.9,
1,0,1,1,0,0,0.778886,0,205,1,0,12411,0,-1771.83,-1609.24,
1,0,1,1,0,0,0.778886,0,206,1,0,12411,0,-1771.08,-1608.57,
1,0,1,1,0,0,0.778886,0,207,1,0,12411,0,-1770.33,-1607.91,
1,0,1,1,0,0,0.778886,0,208,1,0,12411,0,-1769.58,-1607.25,
1,0,1,1,0,0,0.778886,0,209,1,0,12411,0,-1768.83,-1606.58,
1,0,1,1,0,0,0.778886,0,210,1,0,12411,0,-1768.09,-1605.92,
1,0,1,1,0,0,0.778886,0,211,1,0,12411,0,-1767.34,-1605.26,
1,0,1,1,0,0,0.778886,0,212,1,0,12411,0,-1766.59,-1604.59,
1,0,1,1,0,0,0.778886,0,213,1,0,12411,0,-1765.84,-1603.93,
1,0,1,1,0,0,0.778886,0,214,1,0,12411,0,-1765.1,-1603.26,
1,0,1,1,0,0,0.778886,0,215,1,0,12411,0,-1764.35,-1602.6,
1,0,1,1,0,0,0.778886,0,216,1,0,12411,0,-1763.6,-1601.94,
1,0,1,1,0,0,0.778886,0,217,1,0,12411,0,-1762.85,-1601.27,
1,0,1,1,0,0,0.778886,0,218,1,0,12411,0,-1762.1,-1600.61,
1,0,1,1,0,0,0.778886,0,219,1,0,12411,0,-1761.35,-1599.95,
1,0,1,1,0,0,0.778886,0,220,1,0,12411,0,-1760.61,-1599.28,
1,0,1,1,0,0,0.778886,0,221,1,0,12411,0,-1759.86,-1598.62,
1,0,1,1,0,0,0.778886,0,222,1,0,12411,0,-1759.11,-1597.96,
1,0,1,1,0,0,0.778886,0,223,1,0,12411,0,-1758.36,-1597.29,
1,0,1,1,0,0,0.778886,0,224,1,0,12411,0,-1757.62,-1596.63,
1,0,1,1,0,0,0.778886,0,225,1,0,12411,0,-1756.87,-1595.96,
1,0,1,1,0,0,0.778886,0,226,1,0,12411,0,-1756.12,-1595.3,
1,0,1,1,0,0,0.778886,0,227,1,0,12411,0,-1755.37,-1594.64,
1,0,1,1,0,0,0.778886,0,228,1,0,12411,0,-1754.62,-1593.97,
1,0,1,1,0,0,0.778886,0,229,1,0,12411,0,-1753.88,-1593.31,
1,0,1,1,0,0,0.778886,0,230,1,0,12411,0,-1753.13,-1592.65,
1,0,1,1,0,0,0.778886,0,231,1,0,12411,0,-1752.38,-1591.98,
1,0,1,1,0,0,0.778886,0,232,1,0,12411,0,-1751.63,-1591.32,
1,0,1,1,0,0,0.778886,0,233,1,0,12411,0,-1750.88,-1590.65,
1,0,1,1,0,0,0.778886,0,234,1,0,12411,0,-1750.13,-1589.99,
1,0,1,1,0,0,0.778886,0,235,1,0,12411,0,-1749.39,-1589.33,
1,0,1,1,0,0,0.778886,0,236,1,0,12411,0,-1748.64,-1588.66,
1,0,1,1,0,0,0.778886,0,237,1,0,12411,0,-1747.89,-1588,
1,0,1,1,0,0,0.778886,0,238,1,0,12411,0,-1747.14,-1587.34,
1,0,1,1,0,0,0.778886,0,239,1,0,12411,0,-1746.4,-1586.67,
1,0,1,1,0,0,0.778886,0,240,1,0,12411,0,-1745.65,-1586.01,
1,0,1,1,0,0,0.778886,0,241,1,0,12411,0,-1744.9,-1585.34,
1,0,1,1,0,0,0.778886,0,242,1,0,12411,0,-1744.15,-1584.68,
1,0,1,1,0,0,0.778886,0,243,1,0,12411,0,-1743.4,-1584.02,
1,0,1,1,0,0,0.778886,0,244,1,0,12411,0,-1742.66,-1583.35,
1,0,1,1,0,0,0.778886,0,245,1,0,12411,0,-1741.91,-1582.69,
1,0,1,1,0,0,0.778886,0,246,1,0,12411,0,-1741.16,-1582.03,
1,0,1,1,0,0,0.778886,0,247,1,0,12411,0,-1740.41,-1581.36,
1,0,1,1,0,0,0.778886,0,248,1,0,12411,0,-1739.66,-1580.7,
1,0,1,1,0,0,0.778886,0,249,1,0,12411,0,-1738.92,-1580.03,
1,0,1,1,0,0,0.778886,0,250,1,0,12411,0,-1738.17,-1579.37,
1,0,1,1,0,0,0.778886,0,251,1,0,12411,0,-1737.42,-1578.71,
1,0,1,1,0,0,0.778886,0,252,1,0,12411,0,-1736.67,-1578.04,
1,0,1,1,0,0,0.778886,0,253,1,0,12411,0,-1735.92,-1577.38,
1,0,1,1,0,0,0.778886,0,254,1,0,12411,0,-1735.18,-1576.72,
1,0,1,1,0,0,0.778886,0,255,1,0,12411,0,-1734.43,-1576.05,
1,0,1,1,0,0,0.778886,0,256,1,0,12411,0,-1733.68,-1575.39,
1,0,1,1,0,0,0.778886,0,257,1,0,12411,0,-1732.93,-1574.73,
1,0,1,1,0,0,0.778886,0,258,1,0,12411,0,-1732.18,-1574.06,
1,0,1,1,0,0,0.778886,0,259,1,0,12411,0,-1731.44,-1573.4,
1,0,1,1,0,0,0.778886,0,260,1,0,12411,0,-1730.69,-1572.73,
1,0,1,1,0,0,0.778886,0,261,1,0,12411,0,-1729.94,-1572.07,
1,0,1,1,0,0,0.778886,0,262,1,0,12411,0,-1729.19,-1571.41,
1,0,1,1,0,0,0.778886,0,263,1,0,12411,0,-1728.44,-1570.74,
1,0,1,1,0,0,0.778886,0,264,1,0,12411,0,-1727.7,-1570.08,
1,0,1,1,0,0,0.778886,0,265,1,0,12411,0,-1726.95,-1569.41,
1,0,1,1,0,0,0.778886,0,266,1,0,12411,0,-1726.2,-1568.75,
1,0,1,1,0,0,0.778886,0,267,1,0,12411,0,-1725.45,-1568.09,
1,0,1,1,0,0,0.778886,0,268,1,0,12411,0,-1724.7,-1567.42,
1,0,1,1,0,0,0.778886,0,269,1,0,12411,0,-1723.96,-1566.76,
1,0,1,1,0,0,0.778886,0,270,1,0,12411,0,-1723.21,-1566.1,
1,0,1,1,0,0,0.778886,0,271,1,0,12411,0,-1722.46,-1565.43,
1,0,1,1,0,0,0.778886,0,272,1,0,12411,0,-1721.71,-1564.77,
1,0,1,1,0,0,0.778886,0,273,1,0,12411,0,-1720.96,-1564.1,
1,0,1,1,0,0,0.778886,0,274,1,0,12411,0,-1720.22,-1563.44,
1,0,1,1,0,0,0.778886,0,275,1,0,12411,0,-1719.47,-1562.78,
1,0,1,1,0,0,0.778886,0,276,1,0,12411,0,-1718.72,-1562.11,
1,0,1,1,0,0,0.778886,0,277,1,0,12411,0,-1717.97,-1561.45,
1,0,1,1,0,0,0.778886,0,278,1,0,12411,0,-1717.22,-1560.79,
1,0,1,1,0,0,0.778886,0,279,1,0,12411,0,-1716.48,-1560.12,
1,0,1,1,0,0,0.778886,0,280,1,0,12411,0,-1715.73,-1559.46,
1,0,1,1,0,0,0.778886,0,281,1,0,12411,0,-1714.98,-1558.79,
1,0,1,1,0,0,0.778886,0,282,1,0,12411,0,-1714.23,-1558.13,
1,0,1,1,0,0,0.778886,0,283,1,0,12411,0,-1713.48,-1557.47,
1,0,1,1,0,0,0.778886,0,284,1,0,12411,0,-1712.74,-1556.8,
1,0,1,1,0,0,0.778886,0,285,1,0,12411,0,-1711.99,-1556.14,
1,0,1,1,0,0,0.778886,0,286,1,0,12411,0,-1711.24,-1555.48,
1,0,1,1,0,0,0.778886,0,287,1,0,12411,0,-1710.49,-1554.81,
1,0,1,1,0,0,0.778886,0,288,1,0,12411,0,-1709.74,-1554.15,
1,0,1,1,0,0,0.778886,0,289,1,0,12411,0,-1709,-1553.49,
1,0,1,1,0,0,0.778886,0,290,1,0,12411,0,-1708.25,-1552.82,
1,0,1,1,0,0,0.778886,0,291,1,0,12411,0,-1707.5,-1552.16,
1,0,1,1,0,0,0.778886,0,292,1,0,12411,0,-1706.75,-1551.49,
1,0,1,1,0,0,0.778886,0,293,1,0,12411,0,-1706,-1550.83,
1,0,1,1,0,0,0.778886,0,294,1,0,0,0,-1705.26,-1550.17,
1,0,1,1,0,0,0.778886,0,295,1,0,0,0,-1704.51,-1549.5,
1,0,1,1,0,0,0.778886,0,296,1,0,0,0,-1703.76,-1548.84,
1,0,1,1,0,0,0.778886,0,297,1,0,0,0,-1703.01,-1548.18,
1,0,1,1,0,0,0.778886,0,298,1,0,0,0,-1702.26,-1547.51,
1,0,1,1,0,0,0.778886,0,299,1,0,0,0,-1701.52,-1546.85,
1,0,1,1,0,0,0.778886,0,300,1,0,0,0,-1700.77,-1546.18,
1,0,1,1,0,0,0.778886,0,301,1,0,0,0,-1700.02,-1545.52,
1,0,1,1,0,0,0.778886,0,302,1,0,0,0,-1699.27,-1544.86,
1,0,1,1,0,0,0.778886,0,303,1,0,0,0,-1698.53,-1544.19,
1,0,1,1,0,0,0.778886,0,304,1,0,0,0,-1697.78,-1543.53,
1,0,1,1,0,0,0.778886,0,305,1,0,0,0,-1697.03,-1542.87,
1,0,1,1,0,0,0.778886,0,306,1,0,0,0,-1696.28,-1542.2,
1,0,1,1,0,0,0.778886,0,307,1,0,0,0,-1695.53,-1541.54,
1,0,1,1,0,0,0.778886,0,308,1,0,0,0,-1694.78,-1540.88,
1,0,1,1,0,0,0.778886,0,309,1,0,0,0,-1694.04,-1540.21,
1,0,1,1,0,0,0.778886,0,310,1,0,0,0,-1693.29,-1539.55,
1,0,1,1,0,0,0.778886,0,311,1,0,0,0,-1692.54,-1538.88,
1,0,1,1,0,0,0.778886,0,313,1,0,0,0,-1691.79,-1538.22,
1,0,1,1,0,0,0.778886,0,314,1,0,0,0,-1691.04,-1537.56,
1,0,1,1,0,0,0.778886,0,315,1,0,0,0,-1690.29,-1536.9,
1,0,1,1,0,0,0.778886,0,316,1,0,0,0,-1689.53,-1536.25,
1,0,1,1,0,0,0.778886,0,317,1,0,0,0,-1688.77,-1535.6,
1,0,1,1,0,0,0.778886,0,319,1,0,0,0,-1688.01,-1534.96,
1,0,1,1,0,0,0.778886,0,320,1,0,0,0,-1687.24,-1534.31,
1,0,1,1,0,0,0.778886,0,321,1,0,0,0,-1686.48,-1533.66,
1,0,1,1,0,0,0.778886,0,322,1,0,0,0,-1685.72,-1533.01,
1,0,1,1,0,0,0.778886,0,323,1,0,0,0,-1684.96,-1532.37,
1,0,1,1,0,0,0.778886,0,324,1,0,0,0,-1684.19,-1531.72,
1,0,1,1,0,0,0.778886,0,325,1,0,0,0,-1683.43,-1531.07,
1,0,1,1,0,0,0.778886,0,326,1,0,0,0,-1682.67,-1530.43,
