roadSegment_id,roadSegment_type,lane_id,lane_roadid,lane_num,lane_length,lane_dir,lane_type,point_id,point_lane_id,point_left_lane_id,point_right_lane_id,point_cost,
1,0,6439,8,0,0,4.16865,0,6582,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6583,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6584,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6586,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6587,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6589,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6590,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6592,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6593,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6595,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6597,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6598,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6600,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6601,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6602,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6603,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6605,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6607,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6608,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6609,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6611,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6612,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6613,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6615,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6616,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6618,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6620,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6621,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6623,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6624,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6625,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6627,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6629,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6631,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6632,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6634,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6635,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6637,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6638,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6639,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6641,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6642,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6644,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6646,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6648,6439,2685,9238,0,
1,0,6439,8,0,0,4.16865,0,6649,6439,2685,9238,0,
1,0,6650,9,0,0,3.83718,0,6650,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6652,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6653,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6655,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6656,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6658,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6660,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6662,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6663,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6664,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6666,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6667,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6668,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6670,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6671,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6673,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6674,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6675,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6676,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6677,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6679,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6681,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6682,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6683,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6684,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6685,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6687,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6688,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6689,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6690,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6691,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6693,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6694,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6695,6650,2685,9447,0,
1,0,6650,9,0,0,3.83718,0,6696,6650,2685,9447,0,
